#,Name,MLBAMID,RazzballID,FangraphsID,NFBCID,Team,ESPN_POS,YAHOO_POS,Last,First
3315,Jimmy Joyce,702460,702460,sa3016914,,SEA,SP,SP,Joyce,Jimmy
3316,Jimmy Kerrigan,677965,677965,sa3005235,10539,FA,OF,OF,Kerrigan,Jimmy
3317,Jimmy Kingsbury,700675,700675,sa3016838,,SEA,SP,SP,Kingsbury,Jimmy
3318,Jimmy Lambert,669424,669424,19541,10730,CHW,RP,RP,Lambert,Jimmy
3319,Jimmy Nelson,519076,10547,10547,8603,FA,RP,RP,Nelson,Jimmy
3320,Jimmy Robbins,687934,687934,sa3011145,,TOR,SP,SP,Robbins,Jimmy
3321,Jimmy Yacabonis,642231,642231,15157,9675,FA,RP,RP,Yacabonis,Jimmy
3322,Jiter Heredia,691291,691291,sa3015519,,FA,OF,OF,Heredia,Jiter
3323,JJ Bleday,668709,668709,26368,10838,OAK,OF,OF,Bleday,JJ
3324,JJ Goss,683101,683101,sa3011420,,TB,SP,SP,Goss,JJ
3325,JJ Muno,676827,676827,sa3004176,,FA,OF,OF,Muno,JJ
3326,Jo Adell,666176,666176,20220,10241,LAA,OF,OF,Adell,Jo
3327,Joaan De Jesus,800525,800525,sa3018587,,SEA,2B,2B,De Jesus,Joaan
3328,Joakim Soria,465657,6941,6941,,FA,RP,RP,Soria,Joakim
3329,Joan Adon,672851,672851,22925,10968,WSH,SP,SP,Adon,Joan
3330,Joan Delgado,805062,805062,sa3019676,,CHC,3B,3B,Delgado,Joan
3331,Joan Gonzalez,802993,802993,sa3022860,,SD,RP,RP,Gonzalez,Joan
3332,Joan Gutierrez,808241,808241,sa3021215,,MIL,SS,SS,Gutierrez,Joan
3333,Joander Suarez,680933,680933,sa3008263,,NYM,SP,SP,Suarez,Joander
3334,Joaquin Tejada,692047,692047,sa3016207,,PIT,RP,RP,Tejada,Joaquin
3335,Joc Pederson,592626,11899,11899,8688,ARI,OF,OF,Pederson,Joc
3336,Joe Barlow,669618,669618,22296,10983,CHW,RP,RP,Barlow,Joe
3337,Joe Biagini,607352,13194,13194,9185,FA,RP,RP,Biagini,Joe
3338,Joe Boyle,671212,671212,29608,11868,OAK,SP,SP,Boyle,Joe
3339,Joe Dunand,656388,656388,19727,11463,BOS,SS,SS,Dunand,Joe
3340,Joe Elbis,692544,692544,sa3015216,,ARI,SP,SP,Elbis,Joe
3341,Joe Gatto,656450,656450,sa828693,11179,FA,RP,RP,Gatto,Joe
3342,Joe Gray Jr.,669336,669336,sa3008005,,KC,OF,OF,Gray Jr.,Joe
3343,Joe Gunkel,641646,641646,,,MIN,P,P,Gunkel,Joe
3344,Joe Harvey,642840,642840,16459,10489,FA,RP,RP,Harvey,Joe
3345,Joe Hudson,621529,14412,14412,10105,CHC,C,C,Hudson,Joe
3346,Joe Jacques,682175,682175,25178,11806,BOS,RP,RP,Jacques,Joe
3347,Joe Jimenez,641729,15761,15761,9644,ATL,RP,RP,Jimenez,Joe
3348,Joe Kelly,523260,9761,9761,8316,LAD,RP,RP,Kelly,Joe
3349,Joe La Sorsa,686747,686747,25481,11798,WSH,RP,RP,La Sorsa,Joe
3350,Joe Lampe,802407,802407,sa3020642,,CLE,OF,OF,Lampe,Joe
3351,Joe Mack,691788,691788,sa3017374,,MIA,C,C,Mack,Joe
3352,Joe Mantiply,573009,14857,14857,9450,ARI,RP,RP,Mantiply,Joe
3353,Joe McCarthy,663411,18399,18399,10243,FA,OF,OF,McCarthy,Joe
3354,Joe McLaughlin,687548,687548,sa3016965,,DET,OF,OF,McLaughlin,Joe
3355,Joe Musgrove,605397,12970,12970,9248,SD,SP,SP,Musgrove,Joe
3356,Joe Nahas,687481,687481,sa3011679,,CHC,SP,SP,Nahas,Joe
3357,Joe Palumbo,643478,643478,17035,9867,FA,RP,RP,Palumbo,Joe
3358,Joe Panik,605412,11936,11936,,FA,2B,1B/2B/ 3B,Panik,Joe
3359,Joe Perez,669309,669309,22254,10244,PIT,3B,3B,Perez,Joe
3360,Joe Record,682489,682489,sa3008619,,TB,SP,SP,Record,Joe
3361,Joe Rizzo,666143,666143,sa917934,,FA,3B,3B,Rizzo,Joe
3362,Joe Rock,697812,697812,sa3017755,,COL,SP,SP,Rock,Joe
3363,Joe Ross,605452,12972,12972,9065,MIL,SP,SP,Ross,Joe
3364,Joe Ryan,657746,657746,21390,10786,MIN,SP,SP,Ryan,Joe
3365,Joe Smith,501925,3281,3281,6644,FA,RP,RP,Smith,Joe
3366,Joe Stewart,680396,680396,sa3019852,,LAA,OF,OF,Stewart,Joe
3367,Joe Suozzi,679545,679545,sa3015106,,NYM,OF,OF,Suozzi,Joe
3368,Joe Vetrano,694838,694838,sa3022501,,LAD,1B,1B,Vetrano,Joe
3369,Joe Whitman,802126,802126,,,SF,P,P,Whitman,Joe
3370,Joe Wieland,543921,6109,6109,8258,FA,RP,RP,Wieland,Joe
3371,Joel Diaz,699309,699309,sa3015500,,NYM,SP,SP,Diaz,Joel
3372,Joel Flores,691646,691646,sa3015575,,FA,OF,OF,Flores,Joel
3373,Joel Hurtado,805871,805871,sa3019774,,LAA,SP,SP,Hurtado,Joel
3374,Joel Kuhnel,669270,669270,19995,10675,HOU,RP,RP,Kuhnel,Joel
3375,Joel Mendez,693795,693795,sa3015682,,NYY,OF,OF,Mendez,Joel
3376,Joel Payamps,606303,606303,14332,10496,MIL,RP,RP,Payamps,Joel
3377,Joel Peguero,666711,666711,sa917689,,DET,RP,RP,Peguero,Joel
3378,Joel Valdez,683638,683638,sa3011397,,NYY,SP,SP,Valdez,Joel
3379,Joelvis Del Rosario,679052,679052,sa3008486,,OAK,SP,SP,Del Rosario,Joelvis
3380,Joely Rodriguez,570257,11487,11487,9460,BOS,RP,RP,Rodriguez,Joely
3381,Joendry Vargas,806959,806959,sa3021067,,LAD,SS,SS,Vargas,Joendry
3382,Joey Bart,663698,663698,21524,10245,SF,C,C,Bart,Joey
3383,Joey Cantillo,676282,676282,sa3005246,10401,CLE,SP,SP,Cantillo,Joey
3384,Joey Estes,683155,683155,26257,11871,OAK,SP,SP,Estes,Joey
3385,Joey Gallo,608336,14128,14128,8711,WSH,1B/OF,1B/OF,Gallo,Joey
3386,Joey Gerber,680702,680702,24591,10827,NYY,RP,RP,Gerber,Joey
3387,Joey Krehbiel,607216,607216,13707,10054,SEA,RP,RP,Krehbiel,Joey
3388,Joey Loperfido,694388,694388,sa3017050,11952,HOU,OF,OF,Loperfido,Joey
3389,Joey Lucchesi,664192,664192,19320,9952,NYM,SP,SP,Lucchesi,Joey
3390,Joey Meneses,608841,608841,14366,11525,WSH,DH,1B,Meneses,Joey
3391,Joey Ortiz,687401,687401,25493,11625,MIL,2B,2B,Ortiz,Joey
3392,Joey Votto,458015,4314,4314,5283,TOR,1B,1B,Votto,Joey
3393,Joey Wendle,621563,13853,13853,9234,NYM,SS,SS,Wendle,Joey
3394,Joey Wentz,666214,666214,19962,10246,DET,RP,RP,Wentz,Joey
3395,Joey Wiemer,686894,686894,27690,11406,MIL,OF,OF,Wiemer,Joey
3396,Johan Barrios,703179,703179,,,MIL,3B,3B,Barrios,Johan
3397,Johan Camargo,622666,622666,14950,9480,FA,SS,2B/SS/ 3B,Camargo,Johan
3398,Johan Contreras,805130,805130,sa3019217,,NYY,C,C,Contreras,Johan
3399,Johan Dominguez,667339,667339,sa916727,,CHW,SP,SP,Dominguez,Johan
3400,Johan Ferreira,703905,703905,sa3019307,,FA,1B,1B,Ferreira,Johan
3401,Johan Lopez,672517,672517,sa3003228,,FA,3B,3B,Lopez,Johan
3402,Johan Mieses,644407,644407,sa747574,,FA,OF,OF,Mieses,Johan
3403,Johan Oviedo,670912,670912,22487,10892,PIT,SP,SP,Oviedo,Johan
3404,Johan Quezada,629498,629498,20643,10843,FA,RP,RP,Quezada,Johan
3405,Johan Rojas,679032,679032,24336,11643,PHI,OF,OF,Rojas,Johan
3406,Johan Simon,696059,696059,sa3015481,,TOR,RP,RP,Simon,Johan
3407,Johanfran Garcia,703190,703190,sa3018424,,BOS,C,C,Garcia,Johanfran
3408,John Aiello,663628,663628,sa3007012,,FA,3B,3B,Aiello,John
3409,John Andreoli,607430,13012,13012,10033,FA,OF,OF,Andreoli,John
3410,John Bess,669190,669190,sa3015374,,FA,1B,1B,Bess,John
3411,John Brebbia,605154,605154,12777,9664,CHW,RP,RP,Brebbia,John
3412,John Creel,663496,663496,sa3018137,,SEA,RP,RP,Creel,John
3413,John Cruz,800476,800476,sa3018573,,NYY,OF,OF,Cruz,John
3414,John Curtiss,595928,595928,16128,9733,COL,RP,RP,Curtiss,John
3415,John Doxakis,669648,669648,sa1115967,,CLE,RP,RP,Doxakis,John
3416,John Dunn,686639,686639,sa3010029,,WSH,3B,3B,Dunn,John
3417,John Estevez,808553,808553,sa3021287,,ATL,OF,OF,Estevez,John
3418,John Gant,607231,13684,13684,9322,FA,SP,SP,Gant,John
3419,John Garcia,801039,801039,sa3020419,,HOU,C,C,Garcia,John
3420,John Gil,808535,808535,sa3021284,,ATL,3B,3B,Gil,John
3421,John Hicks,543308,12547,12547,9134,FA,C,C/1B,Hicks,John
3422,John Kelly,690917,690917,sa3019995,,COL,OF,OF,Kelly,John
3423,John King,667463,667463,22051,11094,STL,RP,RP,King,John
3424,John Lynch,688757,688757,sa3020809,,STL,RP,RP,Lynch,John
3425,John Matthews,687397,687397,sa3010311,,ARI,RP,RP,Matthews,John
3426,John McHenry,806538,806538,sa3019938,,WSH,2B,2B,McHenry,John
3427,John McMillon,669111,669111,27942,11843,KC,RP,RP,McMillon,John
3428,John Means,607644,607644,16269,10112,BAL,SP,SP,Means,John
3429,John Michael Bertrand,802609,802609,sa3020082,,SF,SP,SP,Bertrand,John Michael
3430,John Murphy,663302,663302,sa3020733,,CIN,RP,RP,Murphy,John
3431,John Parke,641949,641949,sa3003988,,FA,SP,SP,Parke,John
3432,John Pineda,801442,801442,sa3020762,,KC,SS,SS,Pineda,John
3433,John Rave,670231,670231,sa918890,,KC,OF,OF,Rave,John
3434,John Rhodes,687981,687981,sa3017162,,BAL,OF,OF,Rhodes,John
3435,John Rooney,680701,680701,sa3008417,,LAD,SP,SP,Rooney,John
3436,John Schreiber,670167,670167,20020,9986,KC,RP,RP,Schreiber,John
3437,John Stankiewicz,694496,694496,sa3016001,,MIN,SP,SP,Stankiewicz,John
3438,John Wimmer,814091,814091,,,LAA,,,Wimmer,John
3439,John Zorrilla,699005,699005,sa3016550,,PIT,SS,SS,Zorrilla,John
3440,John-Daniel Osborne,667580,667580,sa3005053,,MIA,C,C,Osborne,John-Daniel
3441,Johnabiell Laureano,679553,679553,sa3005787,,FA,OF,OF,Laureano,Johnabiell
3442,Johnathan Rodriguez,671286,671286,sa3004147,10247,CLE,OF,OF,Rodriguez,Johnathan
3443,Johnathon Thomas,684976,684976,sa3020349,,WSH,OF,OF,Thomas,Johnathon
3444,Johnfrank Salazar,692564,692564,sa3015643,,STL,SS,SS,Salazar,Johnfrank
3445,Johnny Ascanio,691392,691392,sa3015526,,CIN,2B,2B,Ascanio,Johnny
3446,Johnny Cueto,456501,6893,6893,6968,FA,SP,SP,Cueto,Johnny
3447,Johnny Olmstead,675394,675394,,,MIA,,,Olmstead,Johnny
3448,Johnny Ray,687258,687258,sa3017273,,CHW,RP,RP,Ray,Johnny
3449,Jojanse Torres,666672,666672,sa3006955,11006,FA,RP,RP,Torres,Jojanse
3450,JoJo Romero,668941,668941,19574,10528,STL,RP,RP,Romero,JoJo
3451,Jol Concepcion,672432,672432,sa3002947,,TOR,RP,RP,Concepcion,Jol
3452,Jommer Hernandez,678912,678912,sa3005586,,TOR,C,C,Hernandez,Jommer
3453,Jon Berti,542932,12037,12037,10113,MIA,SS/3B,2B/SS/ 3B/OF,Berti,Jon
3454,Jon Duplantier,641541,641541,19546,9956,NYM,SP,SP,Duplantier,Jon
3455,Jon Gray,592351,14916,14916,8653,TEX,SP,SP,Gray,Jon
3456,Jon Lester,452657,4930,4930,,FA,SP,SP,Lester,Jon
3457,Jon Olczak,664144,664144,sa875297,,FA,RP,RP,Olczak,Jon
3458,Jon Rosoff,674418,674418,sa3007635,,FA,C,C,Rosoff,Jon
3459,Jon Singleton,572138,572138,10441,8213,HOU,1B,1B,Singleton,Jon
3460,Jonah Bride,681146,681146,24703,11339,MIA,3B,3B,Bride,Jonah
3461,Jonah Cox,813841,813841,sa3022541,,SF,OF,OF,Cox,Jonah
3462,Jonah Davis,663495,663495,sa3007501,10402,FA,OF,OF,Davis,Jonah
3463,Jonah Dipoto,665167,665167,sa3010776,,KC,RP,RP,Dipoto,Jonah
3464,Jonah Heim,641680,16930,16930,10705,TEX,C,C,Heim,Jonah
3465,Jonaiker Sandoval,700339,700339,sa3015862,,FA,OF,OF,Sandoval,Jonaiker
3466,Jonatan Bernal,685763,685763,sa3009271,,KC,SP,SP,Bernal,Jonatan
3467,Jonatan Clase,682729,682729,sa3008787,11656,SEA,OF,OF,Clase,Jonatan
3468,Jonatan Yan,805470,805470,sa3019511,,OAK,OF,OF,Yan,Jonatan
3469,Jonathan Aranda,666018,666018,21837,11394,TB,DH,1B,Aranda,Jonathan
3470,Jonathan Arauz,660620,660620,20275,9243,LAD,DH,2B/3B,Arauz,Jonathan
3471,Jonathan Aro,608167,608167,14699,9085,FA,SP,SP,Aro,Jonathan
3472,Jonathan Bautista,800515,800515,sa3019213,,TOR,OF,OF,Bautista,Jonathan
3473,Jonathan Bermudez,642834,642834,sa3007832,11310,MIA,SP,SP,Bermudez,Jonathan
3474,Jonathan Bowlan,680742,680742,24607,11388,KC,SP,SP,Bowlan,Jonathan
3475,Jonathan Brand,701213,701213,sa3020567,,BOS,RP,RP,Brand,Jonathan
3476,Jonathan Butler,695358,695358,sa3017292,,OAK,OF,OF,Butler,Jonathan
3477,Jonathan Cannon,686563,686563,sa3020591,,CHW,SP,SP,Cannon,Jonathan
3478,Jonathan Davis,641505,641505,15104,10103,MIA,OF,OF,Davis,Jonathan
3479,Jonathan Engelmann,663834,663834,sa3006858,,FA,OF,OF,Engelmann,Jonathan
3480,Jonathan Guzman,666695,666695,sa917127,,MIA,SS,SS,Guzman,Jonathan
3481,Jonathan Heasley,669169,669169,22224,11288,BAL,RP,RP,Heasley,Jonathan
3482,Jonathan Hernandez,642546,642546,17464,9864,TEX,RP,RP,Hernandez,Jonathan
3483,Jonathan Holder,656547,16588,16588,9447,TEX,RP,RP,Holder,Jonathan
3484,Jonathan Hughes,663670,663670,sa3014908,,ATL,RP,RP,Hughes,Jonathan
3485,Jonathan India,663697,663697,21523,10248,CIN,2B,2B,India,Jonathan
3486,Jonathan Loaisiga,642528,642528,19753,9897,NYY,RP,RP,Loaisiga,Jonathan
3487,Jonathan Martinez,808159,808159,sa3021197,,CLE,SS,SS,Martinez,Jonathan
3488,Jonathan Mejia,703158,703158,sa3018411,,STL,SS,SS,Mejia,Jonathan
3489,Jonathan Morales,664966,664966,sa875808,10846,FA,C,C,Morales,Jonathan
3490,Jonathan Ornelas,680716,680716,24597,10249,TEX,SS,SS,Ornelas,Jonathan
3491,Jonathan Rivero,808033,808033,sa3021150,,PIT,C,C,Rivero,Jonathan
3492,Jonathan Schoop,570731,11265,11265,8216,FA,2B/3B,2B/3B,Schoop,Jonathan
3493,Jonathan Sierra,666626,666626,sa917303,,FA,OF,OF,Sierra,Jonathan
3494,Jonathan Sprinkle,679062,679062,sa3014792,,HOU,RP,RP,Sprinkle,Jonathan
3495,Jonathan Stiever,680692,680692,24584,10904,CHW,SP,SP,Stiever,Jonathan
3496,Jonathan Taveras,808077,808077,sa3021598,,CLE,2B,2B,Taveras,Jonathan
3497,Jonathan Villar,542340,10071,10071,8555,FA,2B,2B/3B,Villar,Jonathan
3498,Jonathan Willems,666635,666635,sa917150,,FA,2B,2B,Willems,Jonathan
3499,Jonathon Long,675085,675085,,,CHC,,,Long,Jonathon
3500,Jonny Cuevas,681328,681328,sa3017931,,TB,SP,SP,Cuevas,Jonny
3501,Jonny DeLuca,676356,676356,26365,11681,TB,OF,OF,DeLuca,Jonny
3502,Jonny Farmelo,806071,806071,,,SEA,,,Farmelo,Jonny
3503,Jorbit Vivas,678391,678391,sa3005511,11398,NYY,2B,2B,Vivas,Jorbit
3504,Jordan Balazovic,666364,666364,21866,10403,MIN,RP,RP,Balazovic,Jordan
3505,Jordan Beck,687597,687597,sa3019981,,COL,OF,OF,Beck,Jordan
3506,Jordan Brewer,685084,685084,sa3011737,,HOU,OF,OF,Brewer,Jordan
3507,Jordan Brink,656259,656259,sa829003,,FA,RP,RP,Brink,Jordan
3508,Jordan Brown,687086,687086,sa3010163,,FA,3B,3B,Brown,Jordan
3509,Jordan Carr,703103,703103,sa3017769,,MIN,SP,SP,Carr,Jordan
3510,Jordan Cowan,643268,643268,sa738703,,FA,2B,2B,Cowan,Jordan
3511,Jordan Diaz,672478,672478,22650,11340,OAK,2B/3B,1B/2B/ 3B,Diaz,Jordan
3512,Jordan Dissin,805301,805301,sa3020100,,PHI,C,C,Dissin,Jordan
3513,Jordan DiValerio,687938,687938,sa3014865,,BOS,RP,RP,DiValerio,Jordan
3514,Jordan Fowler,676821,676821,sa3017777,,PHI,SP,SP,Fowler,Jordan
3515,Jordan Geber,802363,802363,sa3019958,,NYM,SP,SP,Geber,Jordan
3516,Jordan Gore,641625,641625,sa3004127,10537,FA,RP,RP,Gore,Jordan
3517,Jordan Groshans,677954,677954,23794,10250,NYY,3B,3B,Groshans,Jordan
3518,Jordan Hicks,663855,663855,19618,9957,SF,SP,SP,Hicks,Jordan
3519,Jordan Holloway,656548,656548,20631,10463,SEA,RP,RP,Holloway,Jordan
3520,Jordan Humphreys,664990,664990,sa875762,10753,FA,SP,SP,Humphreys,Jordan
3521,Jordan Jackson,689095,689095,sa3018172,,SEA,SP,SP,Jackson,Jordan
3522,Jordan Jones,669437,669437,sa3009984,,CLE,RP,RP,Jones,Jordan
3523,Jordan Lawlar,691783,691783,29976,11439,ARI,SS,SS,Lawlar,Jordan
3524,Jordan Leasure,673929,673929,sa3017607,12028,CHW,RP,RP,Leasure,Jordan
3525,Jordan Luplow,656669,656669,16424,9716,ATL,DH,OF,Luplow,Jordan
3526,Jordan Lyles,543475,7593,7593,7993,KC,SP,SP,Lyles,Jordan
3527,Jordan Marks,671960,671960,sa3018192,,DET,RP,RP,Marks,Jordan
3528,Jordan McCants,696291,696291,sa3017294,,MIA,SS,SS,McCants,Jordan
3529,Jordan Mikel,690464,690464,sa3015094,,CHW,RP,RP,Mikel,Jordan
3530,Jordan Montgomery,656756,656756,16511,9646,FA,SP,SP,Montgomery,Jordan
3531,Jordan Nwogu,685087,685087,sa3014530,,CHC,OF,OF,Nwogu,Jordan
3532,Jordan Procyshen,601714,601714,sa829345,,FA,C,C,Procyshen,Jordan
3533,Jordan Qsar,682040,682040,sa3007078,,WSH,OF,OF,Qsar,Jordan
3534,Jordan Romano,605447,605447,16122,10518,TOR,RP,RP,Romano,Jordan
3535,Jordan Sheffield,642068,642068,19682,11185,FA,RP,RP,Sheffield,Jordan
3536,Jordan Sprinkle,688394,688394,sa3019925,,CHW,SS,SS,Sprinkle,Jordan
3537,Jordan Viars,701833,701833,sa3017429,,PHI,OF,OF,Viars,Jordan
3538,Jordan Walker,691023,691023,27475,10885,STL,OF,OF,Walker,Jordan
3539,Jordan Weems,607179,607179,13190,10864,WSH,RP,RP,Weems,Jordan
3540,Jordan Westburg,676059,676059,27815,11610,BAL,2B/3B,2B/3B,Westburg,Jordan
3541,Jordan Wicks,696136,696136,30094,11847,CHC,SP,SP,Wicks,Jordan
3542,Jordan Yamamoto,657141,657141,17585,10251,FA,SP,SP,Yamamoto,Jordan
3543,Jordan Zimmermann,519455,4505,4505,7332,FA,RP,RP,Zimmermann,Jordan
3544,Jordany Oliver,800364,800364,sa3018532,,FA,OF,OF,Oliver,Jordany
3545,Jordany Ventura,683094,683094,sa3008542,,NYM,SP,SP,Ventura,Jordany
3546,Jordi Martinez,679025,679025,sa3006141,,PHI,SP,SP,Martinez,Jordi
3547,Jordy Barley,672357,672357,sa3004148,,WSH,SS,SS,Barley,Jordy
3548,Jordy Vargas,700174,700174,sa3016052,,COL,SP,SP,Vargas,Jordy
3549,Jordyn Adams,677941,677941,23788,10252,LAA,OF,OF,Adams,Jordyn
3550,Jorel Ortega,687567,687567,sa3020090,,MIN,3B,3B,Ortega,Jorel
3551,Jorge Alcala,660896,660896,19459,10701,MIN,RP,RP,Alcala,Jorge
3552,Jorge Alfaro,595751,12180,12180,8715,CHC,DH,C,Alfaro,Jorge
3553,Jorge Barrosa,678489,678489,sa3005524,11665,ARI,OF,OF,Barrosa,Jorge
3554,Jorge Bautista,682926,682926,sa3008406,,ATL,SP,SP,Bautista,Jorge
3555,Jorge Benitez,676221,676221,sa3004462,,BOS,RP,RP,Benitez,Jorge
3556,Jorge Bonifacio,593528,12174,12174,8946,FA,OF,OF,Bonifacio,Jorge
3557,Jorge Burgos,684222,684222,sa3008929,,CLE,OF,OF,Burgos,Jorge
3558,Jorge Caballero,672850,672850,sa3003360,,MIA,OF,OF,Caballero,Jorge
3559,Jorge Celado,691485,691485,sa3015552,,FA,3B,3B,Celado,Jorge
3560,Jorge Garcia,699721,699721,sa3017853,,PHI,OF,OF,Garcia,Jorge
3561,Jorge Geraldo,702876,702876,sa3017692,,HOU,SP,SP,Geraldo,Jorge
3562,Jorge Guzman,660422,660422,17505,10462,FA,RP,RP,Guzman,Jorge
3563,Jorge Hernandez,808702,808702,sa3021301,,KC,3B,3B,Hernandez,Jorge
3564,Jorge Juan,678478,678478,sa3005826,,FA,SP,SP,Juan,Jorge
3565,Jorge Lopez,605347,14527,14527,9173,NYM,RP,RP,Lopez,Jorge
3566,Jorge Marcheco,703420,703420,sa3018025,,LAA,SP,SP,Marcheco,Jorge
3567,Jorge Mateo,622761,17273,17273,9524,BAL,SS,SS,Mateo,Jorge
3568,Jorge Ona,671250,671250,20040,10768,FA,OF,OF,Ona,Jorge
3569,Jorge Polanco,593871,13152,13152,8832,SEA,2B,2B/3B,Polanco,Jorge
3570,Jorge Puerta,692333,692333,sa3015606,,LAD,C,C,Puerta,Jorge
3571,Jorge Ruiz,702409,702409,sa3015873,,LAA,OF,OF,Ruiz,Jorge
3572,Jorge Soler,624585,14221,14221,8331,SF,OF,OF,Soler,Jorge
3573,Jorgelys Mota,800195,800195,,,WSH,,,Mota,Jorgelys
3574,Jorluis Guerra,700162,700162,sa3016188,,COL,3B,3B,Guerra,Jorluis
3575,Josan Mendez,678424,678424,sa3006122,,MIA,RP,RP,Mendez,Josan
3576,Jose A. Ferrer,678606,678606,24017,11662,WSH,RP,RP,Ferrer,Jose A.
3577,Jose Abreu,547989,15676,15676,8626,HOU,1B,1B,Abreu,Jose
3578,Jose Acosta,678584,678584,sa3006187,,MIL,2B,2B,Acosta,Jose
3579,Jose Acuna,691641,691641,sa3015331,,CIN,SP,SP,Acuna,Jose
3580,Jose Altuve,514888,5417,5417,8116,HOU,2B,2B,Altuve,Jose
3581,Jose Alvarado,621237,621237,17780,9515,PHI,RP,RP,Alvarado,Jose
3582,Jose Alvarez,672905,672905,sa3003377,8519,FA,C,C,Alvarez,Jose
3583,Jose Álvarez,501625,5358,5358,,FA,RP,RP,Álvarez,Jose
3584,Jose Arias,800267,800267,sa3018490,,FA,OF,OF,Arias,Jose
3585,Jose Astudillo,698973,698973,sa3016548,,SF,2B,2B,Astudillo,Jose
3586,Jose Aular,702869,702869,sa3017954,,NYM,C,C,Aular,Jose
3587,Jose Azocar,640492,640492,18821,11446,SD,OF,OF,Azocar,Jose
3588,Jose Barrero,676480,676480,23378,10825,TEX,SS,SS/OF,Barrero,Jose
3589,Jose Berrios,621244,14168,14168,8951,TOR,SP,SP,Berrios,Jose
3590,Jose Betances,677643,677643,sa3004867,,FA,RP,RP,Betances,Jose
3591,Jose Bonilla,682661,682661,sa3011404,,LAA,3B,3B,Bonilla,Jose
3592,Jose Bravo,670986,670986,sa923839,,FA,SP,SP,Bravo,Jose
3593,Jose Briceno,593993,593993,13151,10031,FA,C,C,Briceno,Jose
3594,Jose Butto,676130,676130,23313,11400,NYM,RP,RP,Butto,Jose
3595,Jose Caballero,676609,676609,23401,11786,TB,2B/SS,2B/SS/ 3B,Caballero,Jose
3596,Jose Cabrera,703615,703615,sa3018042,,ARI,SP,SP,Cabrera,Jose
3597,Jose Castillo,620454,620454,17169,9911,ARI,RP,RP,Castillo,Jose
3598,Jose Castro,812161,812161,sa3022235,,NYY,OF,OF,Castro,Jose
3599,Jose Chacin,666658,666658,sa917323,,FA,SP,SP,Chacin,Jose
3600,Jose Chacon,692610,692610,sa3016130,,FA,3B,3B,Chacon,Jose
3601,Jose Cisnero,542585,6399,6399,8469,LAA,RP,RP,Cisnero,Jose
3602,Jose Colmenarez,800123,800123,sa3018929,,ARI,C,C,Colmenarez,Jose
3603,Jose Contreras,800451,800451,sa3018567,,TB,OF,OF,Contreras,Jose
3604,Jose Cordero,692019,692019,sa3015592,,SD,OF,OF,Cordero,Jose
3605,Jose Corniell,692030,692030,sa3015213,,TEX,SP,SP,Corniell,Jose
3606,Jose Cruz,678804,678804,sa3006383,,SF,RP,RP,Cruz,Jose
3607,Jose Cuas,621016,621016,17701,11482,CHC,RP,RP,Cuas,Jose
3608,Jose Curpa,672627,672627,sa3002703,,FA,2B,2B,Curpa,Jose
3609,Jose Davila,692369,692369,sa3015092,,STL,SP,SP,Davila,Jose
3610,Jose De Jesus,703183,703183,sa3018420,,TEX,OF,OF,De Jesus,Jose
3611,Jose De La Cruz,682627,682627,sa3008747,,DET,OF,OF,De La Cruz,Jose
3612,Jose De Leon,592254,15463,15463,9453,FA,RP,RP,De Leon,Jose
3613,Jose Devers,672701,672701,20540,10837,MIA,SS,2B/SS,Devers,Jose
3614,Jose Devers,691410,691410,sa3015292,,CLE,SS,SS,Devers,Jose
3615,Jose Diaz,681631,681631,sa3005709,,DET,RP,RP,Diaz,Jose
3616,Jose Escorche,683536,683536,sa3008886,,OAK,SS,SS,Escorche,Jose
3617,Jose Espada,664744,664744,21131,11878,SD,RP,RP,Espada,Jose
3618,Jose Fermin,665877,665877,21746,11776,STL,DH,2B/3B,Fermin,Jose
3619,Jose Fernandez,699912,699912,sa3015204,,ARI,SS,SS,Fernandez,Jose
3620,Jose Fernandez,800513,800513,sa3018581,,TOR,SS,SS,Fernandez,Jose
3621,Jose Ferrer,678276,678276,sa3005952,,TOR,C,C,Ferrer,Jose
3622,Jose Fleury,800067,800067,sa3019255,,HOU,RP,RP,Fleury,Jose
3623,Jose Garces,699010,699010,sa3015490,,PIT,SP,SP,Garces,Jose
3624,Jose Geraldo,678980,678980,sa3006070,,SEA,RP,RP,Geraldo,Jose
3625,Jose Gerardo,805103,805103,sa3018645,,MIA,OF,OF,Gerardo,Jose
3626,Jose Godoy,608422,608422,15808,10878,TEX,C,C,Godoy,Jose
3627,Jose Gomez,650506,650506,sa828331,,FA,SS,SS,Gomez,Jose
3628,Jose Gonzalez,806919,806919,sa3022196,,LAD,OF,OF,Gonzalez,Jose
3629,Jose Gonzalez,691609,691609,sa3015569,,MIL,OF,OF,Gonzalez,Jose
3630,Jose Gonzalez,674380,674380,sa3003139,,SF,RP,RP,Gonzalez,Jose
3631,Jose Hernandez,684872,684872,sa3008943,,NYM,C,C,Hernandez,Jose
3632,Jose Hernandez,669796,669796,22318,11725,PIT,RP,RP,Hernandez,Jose
3633,Jose Hernandez,691559,691559,sa3015557,,LAD,3B,3B,Hernandez,Jose
3634,Jose Herrera,645444,645444,17040,11321,ARI,C,C,Herrera,Jose
3635,Jose Herrera,696096,696096,sa3016871,,FA,C,C,Herrera,Jose
